"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (July-September)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Approved Positions 
,,Prostar Painting and Restoration Ltd.,"VANCOUVER, BC V5L 4C7",7294-Painters and decorators (except interior decorators),1
,,Provence Marinaside Foods Ltd.,"Vancouver, BC V6Z 2Y3",6321-Chefs,1
,,PSD Ventures Ltd,"Smithers, BC V0J 2N0",6311-Food service supervisors,5
,,Qearl Cafe Inc.,"VANCOUVER, BC V7Y 1H4",6311-Food service supervisors,1
,,R & T Bottle Depot Ltd,"Abbotsford, BC V2T 4C6",6211-Retail sales supervisors,1
,,R. Dasanjh Inc.,"Vancouver, BC V5W 2Z6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Radiant Hair & Nail Salon Inc.,"Vancouver, BC V6J 3Y4",6341-Hairstylists and barbers,2
,,Rainbow's Nest Child Care Ltd.,"Richmond, BC V6V 3C9",4214-Early childhood educators and assistants,1
,,Ranch Park Kids Place,"COQUITLAM, BC V3C 2C4",4214-Early childhood educators and assistants,1
,,Revo Meena's Beauty Hair Salon Ltd.,"Surrey, BC V3W 4C9",6341-Hairstylists and barbers,1
,,Rising Star Learning Ltd.,"Burnaby, BC V5G 1M4",4214-Early childhood educators and assistants,1
,,RJS Building Maintenance Ltd.,"Kamloops, BC V2C 1N4","6733-Janitors, caretakers and building superintendents",2
,,"Robert Laurin Holdings Ltd, dba Arby's","KELOWNA, BC V1Y 0P8",6311-Food service supervisors,1
,,Romeo's (Broadmead) Enterprises Ltd.,"Victoria, BC V8X 4V1",6322-Cooks,2
,,Romeo's Enterprises Ltd.,"VICTORIA, BC V8W 2J8",6322-Cooks,2
,,Romilos Holdings Ltd. dba Romeo's Place,"Victoria, BC V9B 5E3",6322-Cooks,2
,,Rothschild Family Motel Ltd.,"Cache Creek, BC V0K 1C0","6313-Accommodation, travel, tourism and related services supervisors",1
,,Royal Centre Sushi Vancouver,"Vancouver, BC V6E 3S5",6322-Cooks,1
,,Rue 909 Enterprise Ltd.,"Vancouver, BC V6C 1A8",6322-Cooks,1
,,Sabai Thai Spa Inc.,"Port Coquitlam, BC V3B 1A8",3232-Practitioners of natural healing,4
,,Samba Sushi Ltd,"Langley, BC V3A 4G2",6322-Cooks,1
,,Saunders Farms Ltd.,"Williams Lake, BC V2G 4K4",6525-Hotel front desk clerks,1
,,SBMC Holdings Ltd.,"Victoria, BC V9B 1J2",6311-Food service supervisors,6
,,Seabest Holdings Ltd.,"SIDNEY, BC V8L 4W6",6311-Food service supervisors,1
,,Seacastle Enterprises Inc. o/a Burger King,"Victoria, BC V8W 2E8",6311-Food service supervisors,2
,,,,6322-Cooks,1
,,Sejin 1975 Enterprises Ltd.,"WEST VANCOUVER, BC V7T 2W4",6311-Food service supervisors,1
,,Sen Zushi (2004) Inc.,"Victoria, BC V8V 3K2",6322-Cooks,1
,,Seneca Building Maintenance Ltd,"Delta, BC V4C 1A9",6315-Cleaning supervisors,1
,,Seoin Enterprises Ltd,"Vancouver, BC V5R 5L6",6322-Cooks,1
,,Seoul Bros. Holdings Inc.,"Richmond, BC V6X 1J8",6322-Cooks,4
,,Seven Korean Bakery Ltd.,"Coquitlam, BC V3B 8A9",6332-Bakers,1
,,SG Fresh Foods dba Subway,"Whistler, BC V0N 1B4",6311-Food service supervisors,1
,,Sharman Holdings Ltd. (DBA) Tim Hortons,"Williams Lake, BC V2G 2W3",6311-Food service supervisors,2
,,Shaw Donair Bites Ltd.,"DELTA, BC V3W 6E6",6322-Cooks,2
,,Shearwater Marine Group Ltd.,"Richmond, BC V7B 1B4",6322-Cooks,1
,,Silkway Global Trading Ltd.,"NORTH VANCOUVER, BC V7M 2J8",6311-Food service supervisors,1
,,Simply Holdings Ltd.,"COQUITLAM, BC V3E 0A8",6311-Food service supervisors,1
,,Sizzling Tandoor Restaurant Ltd,"Victoria, BC V8Z 2J8",6322-Cooks,2
,,Skyway Brands YVR inc.,"RICHMOND, BC V7B 0A5",6311-Food service supervisors,1
,,Small Victory Bakery LTD.,"VANCOUVER, BC V6B 2W9",6311-Food service supervisors,1
,,Smithe Salad Bar Ltd.,"VANCOUVER, BC V6B 4Z8",6311-Food service supervisors,1
,,Spice 72 Indian Restaurant & Lounge Ltd.,"Surrey, BC V3W 2M1",0631-Restaurant and food service managers,1
,,Spice Kitchen 1061182 BC. Ltd.,"Abbotsford, BC V2T 5T4",6322-Cooks,2
,,SSH Safari Snack House & Grill Inc,"Burnaby, BC V5B 3N1",6322-Cooks,1
,,Steamworks Restaurant Co Ltd.,"Vancouver, BC V6B 1G1",6322-Cooks,2
,,Suda Entertainment Ltd,"Chilliwack, BC V2P 2N1",6341-Hairstylists and barbers,1
,,Sue Ah Enterprise Ltd.,"Vancouver, BC V5T 1W5",6311-Food service supervisors,1
,,Suen Consullting Inc,"COQUITLAM, BC V3E 0J5",4214-Early childhood educators and assistants,1
,,Sun Shade Blinds Mfg. Ltd.,"VANCOUVER, BC V5R 5L3",6211-Retail sales supervisors,1
,,Sun Stone Electric Ltd,"Surrey, BC V3S 4Y6",7611-Construction trades helpers and labourers,1
,,Sung Fish Co. Ltd.,"Vancouver, BC V5L 1L8",1311-Accounting technicians and bookkeepers,1
,,Superior Poultry Processors Ltd,"COQUITLAM, BC V3B 1A3","9617-Labourers in food, beverage and associated products processing",23
,,Sura BBQ Ltd,"Vancouver, BC V6G 1C2",6322-Cooks,1
,,Sushi 1.99 To Go Enterprises Ltd.,"Coquitlam, BC V3K 3V8",6322-Cooks,1
,,Sushi Aria Richmond Ltd.,"Richmond, BC V6Y 1K3",6322-Cooks,2
,,Sushi Avenue Restaurant Ltd.,"Langley, BC V2Y 2B9",6322-Cooks,1
,,Sushi Castle Inc.,"Surrey, BC V3S 2L6",6322-Cooks,1
,,Sushi Garden Restaurant Inc.,"Burnaby, BC V5H 2B3",6322-Cooks,1
,,Sushi Hub,"Burnaby, BC V3N 4R7",6322-Cooks,1
,,Sushi Moon Ltd.,"Vancouver, BC V5X 3T3",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Sushi Mura Entertainment Ltd,"Vancouver, BC V6M 2W7",6322-Cooks,1
,,Sushi Oyama Restaurant Coquitlam Ltd,"Coquitlam, BC V3B 2H6",6322-Cooks,2
,,Sushi Rang,"Cranbrook, BC V1C 3S3",6322-Cooks,1
,,Sushi Tengoku Restaurant Ltd,"Surrey, BC V3R 6N7",6322-Cooks,1
,,Sushi Town Restaurant (Coquitlam) Ltd,"Coquitlam, BC V3B 1C2",6322-Cooks,1
,,Sushi Town Restaurant (North Van) Ltd.,"NORTH VANCOUVER, BC V7P 1T3",6322-Cooks,2
,,Sushico Japanese Restaurant Chilliwack Ltd.,"Chilliwack, BC V2R 0P9",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Sushimate Japanese Restaurant,"Langley, BC V3A 1K7",6322-Cooks,1
,,Sushisen Enterprises Ltd.,"Garibaldi Highlands, BC V0N 1T0",6322-Cooks,2
,,Sweet Obsession Cakes & Pastries Ltd,"Vancouver, BC V6K 3C2",6332-Bakers,1
,,T K Tripple Enterprises Ltd,"Vancouver, BC V5W 2Z9",6311-Food service supervisors,1
,,T.R. Sanford Enterprises Ltd,"RICHMOND, BC V7A 5J5",7535-Other automotive mechanical installers and servicers,1
,,Ta Bom Korean Cuisine Ltd.,"Coquitlam, BC V3K 3P3",6322-Cooks,1
,,Taishoken Ramen Canada Ltd.,"Vancouver, BC V6B 0J9",6322-Cooks,2
,,Takoyaki Enterprises Ltd.,"VANCOUVER, BC V5T 3B4",6321-Chefs,1
,,,,6322-Cooks,2
,,Tamaru Shoten Marketing Corp,"VANCOUVER, BC V6R 2G7",6311-Food service supervisors,1
,,,,6322-Cooks,3
,,Tang Maru Korean Restaurant,"Burnaby, BC V3N 4R7",6322-Cooks,1
,,Tap and Barrel Restaurant (Coal Harbour) Ltd,"Vancouver, BC V6C 3N7",6322-Cooks,1
,,Tasty Sweets and Restaurants Ltd.,"Delta, BC V4C 6R1",6322-Cooks,1
,,Tatsu Enterprises Ltd.,"Vancouver, BC V5L 3X8",6322-Cooks,1
,,TCS Breakfast on Robson Inc.,"VANCOUVER, BC V6E 1C5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Ted & Reyna Enterprises Ltd.,"HARRISON HOT SPRINGS, BC V0M 1K0",6322-Cooks,1
,,,,6513-Food and beverage servers,1
,,Teja Trucking Ltd.,"ABBOTSFORD, BC V2T 6Z3",1241-Administrative assistants,1
,,Temaki Sushi Ltd.,"VANCOUVER, BC V6K 2C8",0631-Restaurant and food service managers,1
,,,,6322-Cooks,1
,,TG Corporate Barbershops Limited,"KELOWNA, BC V1Y 8R4",6341-Hairstylists and barbers,5
,,TG Investment Group l Inc.,"Kelowna, BC V1Y 8B7",6341-Hairstylists and barbers,2
,,The Designer's Zone,"Burnaby, BC V5H 2E8",6341-Hairstylists and barbers,1
,,The Kitchen & Commons Restaurant Ltd.,"Victoria, BC V8W 1A4",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,The Mexican Corner Restaurant Inc.,"WHISTLER, BC V0B 1B1",6322-Cooks,2
,,The Parks and People Holdings Ltd,"Richmond, BC V6X 1C3",6322-Cooks,2
,,The Parlour Restaurant Limited,"VANCOUVER, BC V6B 5T4",6322-Cooks,1
,,The Seo Sushi Ltd,"Surrey, BC V3T 2W5",6322-Cooks,1
,,The SilverStoneArts Company Ltd.,"PORT COQUITLAM, BC V3C 6P4",1311-Accounting technicians and bookkeepers,1
,,The Yoons Holdings Inc.,"Vancouver, BC V5R 4G6",6322-Cooks,1
,,Thomas Hobbs Florist Ltd,"Vancouver, BC V6M 1Z6",5244-Artisans and craftspersons,1
,,Three Roosters Investments Inc.,"New Westminster, BC V3M 6B9",6311-Food service supervisors,1
,,Toedam Enterprise Canada,"Coquitlam, BC V3K 3V8",6322-Cooks,2
,,Tong.NYC Coffee Inc,"VANCOUVER, BC V6K 1P7",6311-Food service supervisors,1
,,Top Pro Entertainment Ltd.,"Richmond, BC V6X 0J8",6341-Hairstylists and barbers,1
,,Trans-Logic Truck Lines Ltd,"SURREY, BC V3W 2V6",1241-Administrative assistants,1
,,Trees Cheesecake Ltd.,"Vancouver, BC V6C 1V4",6332-Bakers,1
,,United Coastal Logistics Ltd.,"Surrey, BC V3W 7X4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Uppal Building Supplies Ltd,"Surrey, BC V3W 4E8",6211-Retail sales supervisors,1
,,Valuce Hospitality's Ltd.,"Vancouver, BC V5R 5L5",6322-Cooks,2
,,Vancity Cabinets Ltd.,"Surrey, BC V3W 8J9",1241-Administrative assistants,1
,,Vancouver Star Image Ltd,"RICHMOND, BC V6X 1V7",5221-Photographers,1
,,Variety Auto Sales Ltd.,"PORT COQUITLAM, BC V3C 1T5",6211-Retail sales supervisors,1
,,Veli Holdings Ltd.,"Invermere, BC V0A 1K7",6311-Food service supervisors,2
,,Vesta Cucine Inc.,"Burnaby, BC V5J 1E9",7272-Cabinetmakers,4
,,Villa Roofing and Sheet Metal Ltd.,"Vancouver, BC V5X 3S7",7291-Roofers and shinglers,7
,,VisaVis Design Co Ltd,"Richmond, BC V6Y 4M7",6341-Hairstylists and barbers,1
,,Vision K & P Holdings Ltd.,"Vancouver, BC V6G 1C2",6322-Cooks,1
,,Waba Korean Restaurant,"Coquitlam, BC V3K 6V7",6322-Cooks,1
,,Wandoocong Enterprise,"Chilliwack, BC V2R 3N4",6322-Cooks,1
,,Wasabi Japanese Restaurant Ltd.,"Vernon, BC V1T 9V2",6322-Cooks,1
,,Westland Immigration Visa Services Inc.,"SURREY, BC V3W 7S2",1241-Administrative assistants,1
,,Whistler Tacos La Cantina,"WHISTLER, BC V0N 1B1",6311-Food service supervisors,1
,,,,6322-Cooks,6
,,White Crow Development Ltd,"BURNABY, BC V5H 1G2",7611-Construction trades helpers and labourers,3
,,White Spot Limited,"Vancouver, BC V5X 2V7",6322-Cooks,2
,,Wildsider Enterprises Inc.,"Coquitlam, BC V3J 3P7",1241-Administrative assistants,2
,,Winning Cargo International Logistics Inc.,"Richmond, BC V6W 0A5",1311-Accounting technicians and bookkeepers,1
,,Wit Foods Inc.,"Richmond, BC V6W 1J9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Wize Marketing Corp.,"Vancouver, BC V6A 1B5",6322-Cooks,1
,,Woori Food Enterprises LTD.,"SURREY, BC V3S 3S6",6322-Cooks,1
,,Woorim Enterprises Ltd.,"Kamloops, BC V2C 3N5",6322-Cooks,1
,,WRCJ Sushi Mori Restaurant Ltd.,"Surrey, BC V4A 2H9",6322-Cooks,1
,,Y Square Enterprise Ltd. o/a Ramen Koika Restaurant,"Vancouver, BC V6E 1N4",6322-Cooks,1
,,Yaru Sushi Inc,"Whistler, BC V0N 1B9",6322-Cooks,1
,,YEC Enterprises Ltd.,"Gillies Bay, BC V0N 1W0",6322-Cooks,1
,,Yoon Cinnamon Centre Ltd.,"SURREY, BC V3S 1Z2",0631-Restaurant and food service managers,1
,,,,6321-Chefs,1
,,Yoon's Momo Restaurant Ltd.,"West Kelowna, BC V4T 2N8",6322-Cooks,1
,,Zeitoon Grill House Ltd.,"VANCOUVER, BC V6E 4N2",6322-Cooks,2
,,Zeitoon Restaurant Ltd.,"NORTH VANCOUVER, BC V7M 2J5",6322-Cooks,2
,,Zen Japanese Restaurant Corp,"West Vancouver, BC V7V 1K4",6322-Cooks,1
,,Zhang Queen of Clubs Ltd.,"North Vancouver, BC V7P 1S3",6311-Food service supervisors,1
,  Primary Agriculture,0137474 B.C. LTD.,"ABBOTSFORD, BC V3G 2G2",8431-General farm workers,12
,,,,8432-Nursery and greenhouse workers,98
,,0699840 B.C. Ltd.,"VANCOUVER, BC V5P 3S9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,0717260 BC Ltd,"Agassiz, BC V0M 1A2",8432-Nursery and greenhouse workers,7
,,0733885 BC Ltd dba Horsting's Farm Market,"Chilliwack, BC V2P 7N1",8431-General farm workers,4
,,0914942 BC Ltd.,"Surrey, BC V3W 2Y4",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,1130449 BC Ltd,"Creston, BC V0B 1G9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,602491 BC Ltd. dba Sidhu Growers,"Abbotsford, BC V4X 1W5",8431-General farm workers,10
,,A & M Orchards Ltd,"Keremeos, BC V0X 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,A.S.Mann Blueberry Farm Ltd.,"ABBOTSFORD, BC V3G 1R8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,10
,,Advance Nursery Co Ltd,"GRAND FORKS, BC V0H 1H0",8432-Nursery and greenhouse workers,2
,,Ajay Boparai Enterprises Ltd,"Kelowna, BC V1W 4S4",8431-General farm workers,4
,,Alberta T.C. Farms Ltd,"LANGLEY, BC V2Z  2W","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,,,8431-General farm workers,4
,,Altherr & Schellenberg Cattle Co. Ltd.,"Vancouver, BC V5K 3J1",8431-General farm workers,2
,,Anjie Orchards,"Kelowna, BC V1X 7K7",8431-General farm workers,7
,,AR Casorso Ltd,"KELOWNA, BC V1W 4R7",8431-General farm workers,6
,,Arrowleaf Cellars Inc,"Lake Country, BC V4V 1K1",8431-General farm workers,3
,,Asam Orchards,"Vernon, BC V1T 7H4",8431-General farm workers,2
,,Ash Orchards,"KELOWNA, BC V1V 2G3",8431-General farm workers,6
,,Ashiana Organic Farms Inc.,"SURREY, BC V4N 3G4",8431-General farm workers,10
,,B & C Farm Ltd.,"Abbotsford, BC V2T 5R6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,B & S Dhaliwal Enterprise Inc,"Oliver, BC V0H 1T0",8431-General farm workers,6
,,Bagry Bros Orchards Ltd,"VERNON, BC V1T 8H1",8431-General farm workers,11
,,Bathe Farms Ltd,"Abbotsford, BC V4X 2M6",8431-General farm workers,7
,,Berry Haven Farm Ltd,"Abbotsford, BC V4X 2L4",8431-General farm workers,10
,,Bilga Farms,"Kelowna, BC V1P 1B1",8431-General farm workers,5
,,Biln Farms Ltd,"PITT MEADOWS, BC V3Y 1Z1",8431-General farm workers,5
,,Blue Meadow Blueberries Ltd.,"LANGLEY, BC V1M 3R3",8431-General farm workers,8
,,Blue Mountain Vineyard and Cellars,"Okanagan Falls, BC V0H 1R2",8431-General farm workers,14
,,Brar Brothers Enterprises Ltd,"Abbotsford, BC V4X 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",8
,,,,8431-General farm workers,14
,,Brar Orchards Ltd.,"Cawston, BC V0X 1C2",8431-General farm workers,1
,,Brooknook Farms Ltd,"Chilliwack, BC V2R 4M2",8431-General farm workers,1
,,Bukanwala Farm Ltd,"ABBOTSFORD, BC V2T 4N2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,6
,,Butter Farms Ltd.,"ABBOTSFORD, BC V2T 1R2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,6
,,Byrnes Farms Ltd,"Kelowna, BC V1Y 7Z5",8431-General farm workers,3
,,Calais Farms Ltd,"Abbotsford, BC V2T 6R4",8432-Nursery and greenhouse workers,21
,,Canadian Fresh Farms Ltd.,"VANCOUVER, BC V5P 1Y2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,16
,,Cedar Grove Farms Ltd.,"ABBOTSFORD, BC V2T 6G7",8431-General farm workers,1
,,Cedar Rim Nursery Ltd,"LANGLEY, BC V2Y 0W9",8432-Nursery and greenhouse workers,12
,,Cedarbrink Dairy Inc.,"Rosedale, BC V0X 1X2",8431-General farm workers,4
,,Cedarwal Farms Ltd.,"Abbotsford, BC V3G 2P6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,,,8431-General farm workers,4
,,Champ's Fresh Farms Inc.,"Aldergrove, BC V4W 2Z6",8431-General farm workers,114
,,Coal Creek Farms Ltd.,"DAWSON CREEK, BC V1G 4G3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Coral Beach Farms Ltd,"Lake Country, BC V4V 1A9",8431-General farm workers,40
,,Darvonda Nurseries Ltd,"MILNER, BC V0X 1T0",8432-Nursery and greenhouse workers,65
,,DeVry Custom Work,"Chilliwack, BC V2P 6H4",8432-Nursery and greenhouse workers,54
,,Dhadda Orchards,"Kelowna, BC V1X 7V8",8431-General farm workers,4
,,Dhaliwal Vineyards,"KEREMEOS, BC V0X 1N2",8431-General farm workers,2
,,Dorenberg Orchards Ltd.,"Lake Country, BC V4V 1G5",8431-General farm workers,8
,,Dukhia Farms,"Vernon, BC V1B 3T7",8431-General farm workers,2
,,Dutch Heritage Greenhouse (2004) Ltd,"Chilliwack, BC V2P 6H4",8432-Nursery and greenhouse workers,6
,,Dykman Cattle Co. Ltd.,"Abbotsford, BC V3G 1Z5",8431-General farm workers,3
,,Eagle Mountain Farm Ltd,"Abbotsford, BC V2T 0C5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,East 2 West Fruit Packers Ltd,"Oliver, BC V0H 1T0",8431-General farm workers,2
,,Elk Ridge Dairy Ltd.,"Chilliwack, BC V2P 6H3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Enfield Farms Ltd.,"ALDERGROVE, BC V4W 1R7",8431-General farm workers,4
,,Fable Farms Ltd,"PITT MEADOWS, BC V3Y 1Z1",8432-Nursery and greenhouse workers,14
,,Fairfield Propagators Ltd.,"Chilliwack, BC V2P 6J4",8432-Nursery and greenhouse workers,6
,,Fraser Berry Farms Ltd.,"ABBOTSFORD, BC V3G 1N3",8431-General farm workers,2
,,Friendship Specialty Mushroom Farm Ltd.,"Chilliwack, BC V2P 6H3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,G.R.T. Nursery Inc.,"Abbotsford, BC V4X 1X8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,,,8431-General farm workers,26
,,Garden Green Hothouses Incorporated,"Chilliwack, BC V2P 6H3",8432-Nursery and greenhouse workers,2
,,Gary's Blueberry Farm Ltd.,"Delta, BC V4K 3N2",8431-General farm workers,26
,,GC Farms Ltd,"Delta, BC V4K 2G8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Ghuman Farm,"Kelowna, BC V1W 4G8",8431-General farm workers,2
,,Gill Family Orchards Inc.,"KELOWNA, BC V1W 4R2",8431-General farm workers,4
,,Global Recycled Organic Waste Inc,"Abbotsford, BC V4X 1A8",8431-General farm workers,4
,,Goldmine Farm Ltd.,"SURREY, BC V2T 6Z6",8431-General farm workers,6
,,Great West Blueberries Inc.,"PITT MEADOWS, BC V2X 4L4",8431-General farm workers,4
,,Hans Orchards & Vineyard,"Kelowna, BC V1W 4G5",8431-General farm workers,3
,,HIGH POWER NURSERY LTD,"ABBOTSFORD, BC V2T  9H","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Highline Mushrooms West Limited,"Langley, BC V2Y 0M6",8611-Harvesting labourers,37
,,Hilltop Greenhouses Ltd,"Victoria, BC V9E 1H6",8432-Nursery and greenhouse workers,10
,,Houweling Nurseries Ltd,"Delta, BC V4L 2N7",8431-General farm workers,15
,,,,8432-Nursery and greenhouse workers,139
,,HSS Farms,"Abbotsford, BC V2S 8A8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,50
,,Inline Nurseries (2010) Inc.,"Chilliwack, BC V4Z 0B3",8431-General farm workers,37
,,Innova Fruit Co Inc,"PENTICTON, BC V2A 8K8",8431-General farm workers,4
,,J. Mangat Enterprises Ltd.,"ABBOTSFORD, BC V3G 2J6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,12
,,JA Orchard Ltd,"VERNON, BC V1B 4A2",8431-General farm workers,4
,,JM Sandher Orchards Ltd,"Vernon, BC V1B 3L4",8431-General farm workers,14
,,JSJ Farm Ltd.,"DELTA, BC V4C 7G3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,K&R Farm Holdings Ltd,"ABBOTSFORD, BC V2T 6K6",8431-General farm workers,4
,,Khaira Farms Ltd.,"ABBOTSFORD, BC V3G 2R4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,21
,,KINGSCLERE RANCH LTD,"GOLDEN, BC V0A 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,KM Orchard Ltd,"Vernon, BC V1B 3Z2",8431-General farm workers,3
,,Longview Farms Ltd,"Saanichton, BC V8M 1T7",8432-Nursery and greenhouse workers,4
,,Lotus Orchards,"Vernon, BC V1H 1R1",8431-General farm workers,4
,,Maan Farms Ltd,"Abbotsford, BC V2S 7N4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,8
,,Maple Star Farms Ltd.,"ABBOTSFORD, BC V2T 6W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,,,8431-General farm workers,22
,,MBJ Orchards Ltd.,"Keremeos, BC V0X 1N0",8431-General farm workers,4
,,Meadowlands Horticultural Inc,"Burnaby, BC V5J 4Z2",8432-Nursery and greenhouse workers,12
,,Millennium Pacific Greenhouses Partnership,"Delta, BC V4K 3N2",8432-Nursery and greenhouse workers,48
,,NEW MOON FARM,"ABBOTSFORD, BC V2T 6V9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Northview Orchards Ltd.,"Kelowna, BC V1P 1C7",8431-General farm workers,2
,,Parmar Orchards,"Kelowna, BC V1P 1C7",8431-General farm workers,3
,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6",8431-General farm workers,10
,,Phulka Farms Inc.,"Abbotsford, BC V2T 5G3",8431-General farm workers,4
,,Qualitree Propagators Inc,"Rosedale, BC V0X 1X2",8432-Nursery and greenhouse workers,15
