"Employers who were Issued a Positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020 (April-June)",,,,,
Province/Territory,Stream,Employer Name,Address,Occupation,Approved Positions
British Columbia,    High Wage,Tri-Force Freightways Inc.,"ABBOTSFORD, BC V2T 6T4",7511-Transport truck drivers,7
British Columbia,    High Wage,Triple Eight Transport Inc,"Abbotsford, BC V2T 7A1",7511-Transport truck drivers,20
British Columbia,    High Wage,Triple J Management Inc.,"Surrey, BC V3R 8X2",7511-Transport truck drivers,6
British Columbia,    High Wage,Turtle Bay Gogo Sushi Ltd.,"Lake Country, BC V4V 2T5",0631-Restaurant and food service managers,1
British Columbia,    High Wage,U Choice Manufacturing Inc.,"Surrey, BC V3S 2A7",6211-Retail sales supervisors,1
British Columbia,    High Wage,Unique Trucking Ltd,"Richmond, BC V6V 1L6",7511-Transport truck drivers,8
British Columbia,    High Wage,"University of British Columbia, Faculty Relations","Vancouver, BC V6T 1Z3",4011-University professors and lecturers,11
British Columbia,    High Wage,UVANU Recruit Canada Entertainment Ltd.,"Vancouver, BC V6B 4W4",1221-Administrative officers,1
British Columbia,    High Wage,UVANU Recruit Canada Entertainment Ltd.,"Vancouver, BC V6B 4W4",1226-Conference and event planners,1
British Columbia,    High Wage,V9 Consulting Services Incorporated,"Surrey, BC V3W 4E9",0213-Computer and information systems managers,1
British Columbia,    High Wage,VANMAX INTERNATIONAL FOODS LTD,"Burnaby, BC V5J 5H8",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Vard Marine Inc.,"Vancouver, BC V5M 0A5","2148-Other professional engineers, n.e.c.",1
British Columbia,    High Wage,Warline Painting Ltd.,"Surrey, BC V3S 8E5",7294-Painters and decorators (except interior decorators),1
British Columbia,    High Wage,West Coast Hay Management Ltd.,"Surrey, BC V3R 5Y5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",2
British Columbia,    High Wage,Windley Contracting Ltd,"Nanaimo, BC V9T 2H1",2234-Construction estimators,1
British Columbia,    High Wage,WINSPIA WINDOWS (CANADA) INC.,"Richmond, BC V6V 1P6",2253-Drafting technologists and technicians,1
British Columbia,    High Wage,Wortra Enterprises Ltd,"Coquitlam, BC V3K 1B9",2253-Drafting technologists and technicians,1
British Columbia,    High Wage,Y&R TRUCKING LTD,"ABBOTSFORD, BC V2T 5A2",7511-Transport truck drivers,2
British Columbia,    High Wage,Yard-At-A-Time Concrete (1988) Ltd.,"Delta, BC V4G 0A4",7282-Concrete finishers,1
British Columbia,    High Wage,YOU & SHIN ENTERPRISE LTD,"Langley, BC V2Y 1S7",0631-Restaurant and food service managers,1
British Columbia,   Low Wage, Octopus Academy Inc.,"Richmond, BC V6V 2H1",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,0751353 B.C LTD,"Squamish, BC V0N 1T0",6211-Retail sales supervisors,1
British Columbia,   Low Wage,076450 BC Ltd.,"Richmond, BC V6Y 2V7",6322-Cooks,1
British Columbia,   Low Wage,0782013 BC Ltd,"West Vancouver, BC V7V 1K4",6322-Cooks,1
British Columbia,   Low Wage,0788191 BC Ltd,"Vancouver, BC V6Z 1X9",6322-Cooks,1
British Columbia,   Low Wage,0812525 BC LTD,"Abbotsford, BC V2S 5A1",6322-Cooks,3
British Columbia,   Low Wage,0864465 BC Ltd,"Lake Country, BC V4V 1Z8",6311-Food service supervisors,1
British Columbia,   Low Wage,0890207 BC Ltd,"Hope, BC V0X 1L4",6311-Food service supervisors,1
British Columbia,   Low Wage,0902488 BC Ltd,"Kelowna, BC V1V 0C1",1241-Administrative assistants,1
British Columbia,   Low Wage,0907059 BC Ltd.,"Coquitlam, BC V3J 1N7",6322-Cooks,2
British Columbia,   Low Wage,0913843 B.C. LTD.,"Saanich, BC V8X 4Y9",6322-Cooks,2
British Columbia,   Low Wage,0949137 BC LTD,"Kelowna, BC V1Z 4C9",6311-Food service supervisors,5
British Columbia,   Low Wage,0960061 BC Ltd.,"Surrey, BC V3R 7C1",6321-Chefs,1
British Columbia,   Low Wage,0967042 BC LTD.,"SURREY, BC V3Z 3M1",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0981111 BC Ltd. dba,"Burnaby, BC V5H 4M1",6311-Food service supervisors,1
British Columbia,   Low Wage,1003730 BC LTD,"Terrace, BC V8G 5S6",6311-Food service supervisors,1
British Columbia,   Low Wage,1040756 BC LTD.,"Surrey, BC V3R 7P6",6322-Cooks,1
British Columbia,   Low Wage,1048383 bc ltd,"Vernon, BC V1T 5N5",6322-Cooks,2
British Columbia,   Low Wage,1048868 BC Ltd.,"Victoria, BC V8W 1K3",6322-Cooks,1
British Columbia,   Low Wage,1058489 BC LTD.,"Vancouver, BC V6B 5C6",6322-Cooks,1
British Columbia,   Low Wage,1064500 B.C LTD,"FRASER LAKE, BC V0J 1S0",6322-Cooks,1
British Columbia,   Low Wage,1087068 BC LTD.,"ABBOTSFORD, BC V2T 5E5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,1088351 B.C. LTD.,"CASTLEGAR, BC V1N 1H1",6311-Food service supervisors,1
British Columbia,   Low Wage,1089074 BC Ltd o/a 49th Paralell,"BURNABY, BC V3N 4A3",6322-Cooks,1
British Columbia,   Low Wage,1093902 BC LTD.,"Victoria, BC V8P 2A5",6311-Food service supervisors,1
British Columbia,   Low Wage,10940372 Canada Ltd,"Fernie, BC V0B 1M0",6211-Retail sales supervisors,1
British Columbia,   Low Wage,1105014 BC Ltd,"Vancouver, BC V5L 1J3","9462-Industrial butchers and meat cutters, poultry preparers and related workers",1
British Columbia,   Low Wage,1108709 BC Ltd,"Penticton, BC V2A 1J7",6311-Food service supervisors,1
British Columbia,   Low Wage,1114642 B.C. LTD.,"Revelstoke, BC V0E 2S0",6322-Cooks,1
British Columbia,   Low Wage,1117718 B.C. LTD.,"Surrey, BC V3W 1Z1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,1124896 B.C. Ltd,"Abbotsford, BC V2S 4L5",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,1125890 BC Ltd,"Vancouver, BC V5V 4E4",6311-Food service supervisors,1
British Columbia,   Low Wage,1143619 B.C. LTD.,"Kimberley, BC V1A 1T6",6211-Retail sales supervisors,1
British Columbia,   Low Wage,1153628 BC Ltd,"Surrey, BC V3T 2W5",6311-Food service supervisors,1
British Columbia,   Low Wage,1168394 B.C. LTD.,"North Vancouver, BC V7P 1T4",4214-Early childhood educators and assistants,4
British Columbia,   Low Wage,1175855 BC Ltd.,"Kelowna, BC V1Y 6H2",6322-Cooks,1
British Columbia,   Low Wage,1212211 B.C. Ltd o/a Blenz Coffee Fairview,"Vancouver, BC V5Z 1G6",6311-Food service supervisors,1
British Columbia,   Low Wage,1255 Lynn Valley Hospitality Ltd.,"North Vancouver, BC V7J 0A1",6322-Cooks,3
British Columbia,   Low Wage,680868 BC LTD.,"Port Coquitlam, BC V3B 5Y9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,A and B Ventures Ltd,"Dawson Creek, BC V1G 3R1",6311-Food service supervisors,1
British Columbia,   Low Wage,Adanac Seafood Inc.,"Vancouver, BC V5L 0B1",9618-Labourers in fish and seafood processing,2
British Columbia,   Low Wage,Akma Holdings Incorporated,"Terrace, BC V8G 1M7",6322-Cooks,1
British Columbia,   Low Wage,Akram I & N Services LTD,"Bear Lake, BC V0J 3G0",7514-Delivery and courier service drivers,1
British Columbia,   Low Wage,Alpha Kappa Enterprises Limited,"Burnaby, BC V5G 1G4",6311-Food service supervisors,1
British Columbia,   Low Wage,Amra Bakery Inc.,"Vancouver, BC V5V 4G3",6332-Bakers,3
British Columbia,   Low Wage,Armstrong Inn Ltd,"Armstrong, BC V0E 1B0",6211-Retail sales supervisors,1
British Columbia,   Low Wage,Aro Food Factory Inc.,"Abbotsford, BC V2T 0B5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,ASA Ji Enterprises Ltd-1,"Burnaby, BC V5J 1B8",6211-Retail sales supervisors,1
British Columbia,   Low Wage,Assi Market Coquitlam Inc.,"Coquitlam, BC V3B 7K1",6322-Cooks,1
British Columbia,   Low Wage,AUNTY LEE FOOD LTD,"Burnaby, BC V5H 2A9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,Badyal Farms Ltd,"Abbotsford, BC V3G 2P5",1241-Administrative assistants,1
British Columbia,   Low Wage,Baibua Thai Cuisine,"Vancouver, BC V5K 1Y8",6322-Cooks,1
British Columbia,   Low Wage,Bal Immigration Services Inc.,"Delta, BC V4C 6S3",1241-Administrative assistants,1
British Columbia,   Low Wage,BBK Food Enterprise LTD,"Coquitlam, BC V3B 6S2",6322-Cooks,1
British Columbia,   Low Wage,BDS Group of Companies Capital Corporation,"Surrey, BC V3W 1A4",1241-Administrative assistants,1
British Columbia,   Low Wage,BELLA ROMA PIZZERIA RESTAURANT LTD.,"vancouver, BC V6R 2H9",6322-Cooks,2
British Columbia,   Low Wage,Bento Sushi,"Prince George, BC V2N 5E8",6322-Cooks,1
British Columbia,   Low Wage,Best Tandoori Chicken and Meat Shop Ltd,"Richmond, BC V6X 2T9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,BJS Korean Restaurant Ltd.,"Surrey, BC V3R 8X7",6322-Cooks,1
British Columbia,   Low Wage,Bon People's Cuisine Ltd,"Victoria, BC V8Z 3E9",6322-Cooks,1
British Columbia,   Low Wage,BOOK KYUNG BAN JEOUN FOOD ENTERPRISES LTD,"vancouver, BC V6G 1C7",6311-Food service supervisors,1
British Columbia,   Low Wage,Bradner BC Organic Feed Mill Ltd,"Abbotsford, BC V4X 2E8","9461-Process control and machine operators, food, beverage and associated products processing",1
British Columbia,   Low Wage,Brentwood Lanes Canada Ltd.,"Burnaby, BC V5B 2Z8",6316-Other services supervisors,1
British Columbia,   Low Wage,BrightStart Children's Academy Ltd.,"port coquitlam, BC V3C 1E4",4214-Early childhood educators and assistants,3
British Columbia,   Low Wage,BRS Global Enterprises Ltd.,"Surrey, BC V3S 3Y2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",3
British Columbia,   Low Wage,BURNABY HEIGHTS SUSHI CO. LTD,"Burnaby, BC V5C 2J9",6322-Cooks,1
British Columbia,   Low Wage,Busan Daeji Gukbap Restaurant Ltd,"BURNABY, BC V3N 4R7",6322-Cooks,1
British Columbia,   Low Wage,CANADA NEST IMMIGRATION CONSULTING LTD.,"Vancouver, BC V6E 2S1",1241-Administrative assistants,2
British Columbia,   Low Wage,Canokanne Foods Ltd.,"Lake Country, BC V4V 1Y1",6322-Cooks,2
British Columbia,   Low Wage,Cawston Cold Storage Ltd.,"Cawston, BC V0X 1C1","9617-Labourers in food, beverage and associated products processing",4
British Columbia,   Low Wage,Cenfos Holdings Inc,"Richmond, BC V6X 1A1",1221-Administrative officers,1
British Columbia,   Low Wage,Cheng Lung Hou Enterprises Ltd.,"Surrey, BC V3S 6K7",6322-Cooks,1
British Columbia,   Low Wage,Coast Building Supplies Ltd,"Surrey, BC V3W 4G3",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,Codejitsu Development Studio Ltd,"Langley, BC V2Y 0B9",1241-Administrative assistants,1
British Columbia,   Low Wage,Columbus Meat Market Ltd,"Vancouver, BC V5L 4T6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,Commercial Pizza Ltd,"Vancouver, BC V5N 1V9",6311-Food service supervisors,1
British Columbia,   Low Wage,Crescent Supermarket Ltd.,"Surrey, BC V3V 1W3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,Cross the road restaurants Ltd,"vancouver, BC V6A 1X4",6322-Cooks,1
British Columbia,   Low Wage,Crust Bakery Ltd,"Victoria, BC V8W 1H2",6332-Bakers,1
British Columbia,   Low Wage,D & N SEAFOOD LTD,"Prince Rupert, BC V8J 1C8",9618-Labourers in fish and seafood processing,5
British Columbia,   Low Wage,Dae-Ji Food Group Inc.,"Burnaby, BC V5H 4T6",6322-Cooks,1
British Columbia,   Low Wage,Daisen Restaurants Inc.,"Whistler, BC V0N 1B4",6322-Cooks,1
British Columbia,   Low Wage,DAMSO RESTAURANT LTD.,"VANCOUVER, BC V6G 2L9",6322-Cooks,1
British Columbia,   Low Wage,Dasher Holdings Ltd.,"Smithers, BC V0J 2N0",6311-Food service supervisors,2
British Columbia,   Low Wage,Dcat Partners Ltd,"Fort St John, BC V1J 0R4",6322-Cooks,5
British Columbia,   Low Wage,DEEPCOVE OSAKA JAPANESE RESTAURANT,"north vancouver, BC V7G 2C1",6322-Cooks,1
British Columbia,   Low Wage,Dilshad Enterprises ltd.,"Hope, BC V0X 1L0",6211-Retail sales supervisors,1
British Columbia,   Low Wage,Dr. Sang Min Shin Dental Corporation,"North Vancouver, BC V7P 1M6",1243-Medical administrative assistants,1
British Columbia,   Low Wage,Durali Properties Ltd,"Kelowna, BC V1X 7V8",6322-Cooks,1
British Columbia,   Low Wage,Earls Restaurant Chilliwack Ltd.,"Chilliwack, BC V2R 1A1",6322-Cooks,5
British Columbia,   Low Wage,Earls Restaurants Ltd. o/a Earls Ambleside Beach,"West Vancouver, BC V7T 2Y9",6322-Cooks,2
British Columbia,   Low Wage,Ebenezer Investment Ltd.,"Vancouver, BC V6E 1C1",6322-Cooks,1
British Columbia,   Low Wage,ECONOWISE FOOD PRODUCTS LTD.,"Burnaby, BC V5H 2A9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,Elm Street Restaurants (Nanaimo) Inc.,"Nanaimo, BC V9T 6M8",6311-Food service supervisors,3
British Columbia,   Low Wage,Escape Transport Ltd,"Abbotsford, BC V2T 1Y5",7514-Delivery and courier service drivers,2
British Columbia,   Low Wage,Farnley Enterprises Ltd.,"Cache Creek, BC V0K 1H0",6211-Retail sales supervisors,1
British Columbia,   Low Wage,FEITIAN ENTERPRISE CANADA LTD,"VANCOUVER, BC V6G 2M8",6321-Chefs,2
British Columbia,   Low Wage,Fineex Couriers & Logistics Inc,"Surrey, BC V3W 5B9",1241-Administrative assistants,1
British Columbia,   Low Wage,Frankie's Burgers Enterprises Inc.,"Burnaby, BC V5C 6R6",6311-Food service supervisors,3
British Columbia,   Low Wage,Fraser Foods Ltd,"Surrey, BC V3W 1H8","9462-Industrial butchers and meat cutters, poultry preparers and related workers",3
British Columbia,   Low Wage,Fu-Shan Enterprises Ltd.,"Kelowna, BC V1Y 8P8",6311-Food service supervisors,2
British Columbia,   Low Wage,GARCHA BROS. MEAT SHOP LTD.,"SURREY, BC V3W 1B3","9462-Industrial butchers and meat cutters, poultry preparers and related workers",3
British Columbia,   Low Wage,Georgia Pizza Inc,"Whistler, BC V0N 1B4",6311-Food service supervisors,1
British Columbia,   Low Wage,ginzaichiban cuisine ltd,"quesnel, BC V2J 4C1",6311-Food service supervisors,1
British Columbia,   Low Wage,Glory Food Ltd.,"Surrey, BC V3T 1Y3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,Glowbal Georgia Restaurant Ltd,"Vancouver, BC V6B 2A3",6322-Cooks,2
British Columbia,   Low Wage,Golden Goose Holdings Ltd.,"Pemberton, BC V0N 2L1",6311-Food service supervisors,5
British Columbia,   Low Wage,Good Friend HR Company Ltd.,"Langley, BC V1M 3K2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",6
British Columbia,   Low Wage,Grand Chinese Restaurant Ltd.,"Burnaby, BC V5C 3Z2",6322-Cooks,1
British Columbia,   Low Wage,Greens Organic and Natural Food Market Inc,"Vancouver, BC V6J 1Z2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,GS Food Ltd,"Port Coquitlam, BC V3C 2M8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,H & B Poultry and Meats Ltd,"VANCOUVER, BC V5P 2R6","9617-Labourers in food, beverage and associated products processing",2
British Columbia,   Low Wage,H C Foods LTD.,"North Vancouver, BC V7R 2N7",6332-Bakers,1
British Columbia,   Low Wage,H R Petro Services Ltd.,"Nelson, BC V1L 2N7",1311-Accounting technicians and bookkeepers,1
British Columbia,   Low Wage,Han Kook Meat Trading Ltd,"Burnaby, BC V5C 5E3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
British Columbia,   Low Wage,Hanayuki Restaurant Inc.,"Port Moody, BC V3H 4H2",6322-Cooks,1
British Columbia,   Low Wage,HANNAM Supermarket Inc.,"BURNABY, BC V3N 4R7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,Hanok Food Group Ltd,"Burnaby, BC V5E 2P8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,Himeji Japanese Cuisine Ltd,"Kamloops, BC V2C 2A5",6322-Cooks,1
British Columbia,   Low Wage,HK Holdings Ltd,"Terrace, BC V8G 1P9",6322-Cooks,1
British Columbia,   Low Wage,Holston Foods Ltd.,"Quesnel, BC V2J 5K2",6311-Food service supervisors,3
British Columbia,   Low Wage,HY'S OF CANADA LTD. HY'S Whistler,"Whistler, BC V0N 1B4",6322-Cooks,1
British Columbia,   Low Wage,Infinity Ventures (2013) Incorporated,"Surrey, BC V3R 7V4",6322-Cooks,1
British Columbia,   Low Wage,Inno Foods Inc.,"Coquitlam, BC V3K 7C2","9617-Labourers in food, beverage and associated products processing",1
British Columbia,   Low Wage,Internation Investments Inc.,"Abbotsford, BC V2T 1X5",6311-Food service supervisors,1
British Columbia,   Low Wage,Interwest Restaurants Inc,"Surrey, BC V3W 1A4",6311-Food service supervisors,3
British Columbia,   Low Wage,IREH Enterprise Ltd.,"Burnaby, BC V5A 4Y6",6322-Cooks,1
British Columbia,   Low Wage,Island Kids Academy View Royal Ltd,"Victoria, BC V9B 1G5",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,JAPAN SKY DINING LTD.,"Richmond, BC V7C 4N1",6321-Chefs,1
British Columbia,   Low Wage,JEJUDO SEAFOOD INC,"BURNABY, BC V3N 4R7",6322-Cooks,1
British Columbia,   Low Wage,Jim Pike Ltd,"West Vancouver, BC V7T 1A1",6311-Food service supervisors,1
British Columbia,   Low Wage,JJB Food Ltd,"Coquitlam, BC V3K 3V9",6322-Cooks,1
British Columbia,   Low Wage,JNK FOOD MANAGEMENT LTD.,"Delta, BC V3M 5V9","9617-Labourers in food, beverage and associated products processing",3
British Columbia,   Low Wage,Jolly Giant Childcare Ltd.,"Nanoose Bay, BC V9P 9B2",4214-Early childhood educators and assistants,1
