"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupaitons under NOC 2011,Approved Positions 
,,Seven Mountain Vineyards Inc,"West Kelowna, BC V1Z 1W3",8431-General farm workers,4
,,Shadow Produce Ltd,"Chilliwack, BC V2P 6H4",8431-General farm workers,12
,,Sidhu & Sons Nursery Ltd.,"Mission, BC V2V 7K6",8431-General farm workers,32
,,Sidhu Blueberry Farms Ltd.,"LANGLEY, BC V4W 1N3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,20
,,Sidhu Family Farms,"Lake Country, BC V4V 1L4",8431-General farm workers,5
,,Sidhu Fresh Produce Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,6
,,Signature Farms Ltd.,"Richmond, BC V7A 1S4",8431-General farm workers,1
,,Silver Sage Winery Ltd,"Oliver, BC V0H 1T0",8431-General farm workers,2
,,Silver Valley Farms Ltd,"Maple Ridge, BC V4R 2R1",8431-General farm workers,12
,,SM Produce Ltd.,"Oliver, BC V0H 1T0",8431-General farm workers,35
,,Smagh & Sons Ltd.,"Creston, BC V0B 1G1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,,,8431-General farm workers,30
,,Smit Nursery Ltd,"Abbotsford, BC V4X 2E8",8432-Nursery and greenhouse workers,4
,,Sohal Orchards Ltd,"Winfield, BC V4V 1K7",8431-General farm workers,25
,,South Alder Holdings Ltd.,"Aldergrove, BC V4W 2R1",8431-General farm workers,70
,,South Okanagan Fruit Cellars Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,6
,,Souto Family Orchards Inc,"Oliver, BC V0H 1T0",8431-General farm workers,5
,,Specimen Trees Wholesale Nurseries Ltd,"Pitt Meadows, BC V3Y 2G8",8432-Nursery and greenhouse workers,18
,,Stag's Hollow Winery and Vineyard Ltd.,"Okanagan Falls, BC V0H 1R2",8431-General farm workers,3
,,Stewart Brothers Nurseries Ltd.,"Kelowna, BC V1W 4B5",8432-Nursery and greenhouse workers,12
,,Sumas Ridge Greenhouses Incorporated,"ABBOTSFORD, BC V2S 8R1",8432-Nursery and greenhouse workers,7
,,Sumas Valley Berry Farm Ltd.,"ABBOTSFORD, BC V2T 5N4",8431-General farm workers,6
,,Sunnyside Nursery Ltd,"Delta, BC V4L 2P2",8432-Nursery and greenhouse workers,2
,,Sunnyside Produce Ltd,"Surrey, BC V3Z 9S3",8431-General farm workers,12
,,,,8432-Nursery and greenhouse workers,36
,,Sunshine Vineyard Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,2
,,Suntrio Farm Inc.,"Saanichton, BC V8M 1T5",8431-General farm workers,3
,,T-184 Enterprises Ltd dba Sutherland Orchards,"Peachland, BC V0H 1X8",8431-General farm workers,5
,,Tantalus Industries Inc,"Kelowna, BC V1W 4N6",8431-General farm workers,3
,,TBA Farms Ltd,"West Kelowna, BC V4T 1M7",8431-General farm workers,6
,,Thiara Brothers Enterprises Ltd,"Pitt Meadows, BC V3Y 0A6",8431-General farm workers,4
,,Three Star Farms Ltd,"Delta, BC V4K 2N8",8431-General farm workers,20
,,Toor Farms,"Abbotsford, BC V2T 5Y7",8431-General farm workers,3
,,Toor Vineyards,"Oliver, BC V0H 1T1",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,10
,,Topgro Greenhouses Ltd.,"ALDERGROVE, BC V4W 2M8",8432-Nursery and greenhouse workers,7
,,Townline Growers (1994) Ltd,"Abbotsford, BC V2T 6C9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,10
,,Trilean Pork Ltd,"Chilliwack, BC V2P 6H3",8431-General farm workers,6
,,Triple Blueberry Inc.,"LADNER, BC V4K 3N2",8431-General farm workers,20
,,Triple N Berry Farms Ltd,"Richmond, BC V6Y 2Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,U+D Meier Dairy #2 Ltd.,"ABBOTSFORD, BC V3G 2G8",8431-General farm workers,2
,,Uppal Farms and Greenhouses Ltd.,"Abbotsford, BC V3G 1P9","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",3
,,Van Belle Nursery Inc.,"Abbotsford, BC V3G 1R3",0822-Managers in horticulture,2
,,,,8432-Nursery and greenhouse workers,48
,,Van Eekelen Enterprises Ltd,"Abbotsford, BC V3G 2G2",8431-General farm workers,15
,,Village Farms Canada Limited Partnership,"DELTA, BC V4K 3N3",8432-Nursery and greenhouse workers,84
,,W. Friesen Farms,"Surrey, BC V3S 9S7",8431-General farm workers,8
,,Wadhawan Holdings Ltd,"Abbotsford, BC V2T 6Z5",8431-General farm workers,4
,,Wah Shang Farm,"SURREY, BC V3Z 1C8",8431-General farm workers,8
,,Wendell Farm Enterprises Ltd.,"KELOWNA, BC V1Y 0C5",8431-General farm workers,4
,,West Fraser Valley Cedars Ltd.,"ABBOTSFORD, BC V2T 5X8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,9
,,Westbank Nursery Ltd,"Westbank, BC V4T 1R3",8432-Nursery and greenhouse workers,10
,,Westcan Greenhouses Ltd,"LANGLEY, BC V2Z 2A9",8432-Nursery and greenhouse workers,6
,,Westcoast Vegetables Ltd.,"Delta, BC V4K 3N2",8432-Nursery and greenhouse workers,60
,,Wild Goose Vintners Inc,"Okanagan Falls, BC V0H 1R2",8431-General farm workers,4
,,Windberry Farms Inc,"ABBOTSFORD, BC V3R 1T7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,2
,,Worker Bee Honey Company Ltd,"Rosedale, BC V0X 1X2",8431-General farm workers,8
,,Yet Chong Farms Inc,"Delta, BC V4K 3N2",8431-General farm workers,10
,,Zhi Gang Farm Ltd,"RICHMOND, BC V6V 1A6",8431-General farm workers,5
, Global Talent Stream,Allay Canada Inc.,"VANCOUVER, BC V6B 1R4",2175-Web designers and developers,1
,,"Amazon Canada Fulfillment Services, ULC","VANCOUVER, BC V6B 0M3",0213-Computer and information systems managers,1
,,,,2172-Database analysts and data administrators,4
,,,,2173-Software engineers and designers,56
,,Appnovation Technologies Inc.,"Vancouver, BC V6A 2S5",2171-Information systems analysts and consultants,1
,,Appsontime Technologies Ltd.,"Victoria, BC V8W 1G2",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,7
,,Arista Networks ULC,"BURNABY, BC V5J 5J8",2173-Software engineers and designers,1
,,Attendease Software Corporation.,"Vancouver, BC V6B 2Z4",2175-Web designers and developers,1
,,Battlefy Inc,"Vancouver, BC V6B 4W4",2173-Software engineers and designers,1
,,Bron Animation Inc.,"Burnaby, BC V5J 1L9","5131-Producers, directors, choreographers and related occupations",2
,,,,5241-Graphic designers and illustrators,1
,,CareCru Incorporated,"VANCOUVER, BC V6C 1X8",2175-Web designers and developers,1
,,Careteam Technologies Inc.,"VANCOUVER, BC V5Z 1C1",2175-Web designers and developers,1
,,Cascadia Strategy Consulting Partners Ltd.,"VANCOUVER, BC V6B 2R9",2171-Information systems analysts and consultants,1
,,Cloud Assert Technologies Inc.,"Vancouver, BC V6E 2Y3",0213-Computer and information systems managers,1
,,Concord Business Development Inc,"VANCOUVER, BC V6C 3P6",2175-Web designers and developers,1
,,CoSA VFX Vancouver Inc.,"Vancouver, BC V6A 4C1",5241-Graphic designers and illustrators,1
,,Cozystay Holdings Inc,"Richmond, BC V6V 2K9",2171-Information systems analysts and consultants,1
,,,,2175-Web designers and developers,1
,,Dapper Labs Inc.,"VANCOUVER, BC V5T 0H8",2173-Software engineers and designers,2
,,Deluxe Toronto Ltd.,"Vancouver, BC V5Y 1B3",2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,15
,,Demonware Inc.,"Vancouver, BC V6A 4C4",2173-Software engineers and designers,1
,,DHX Media (Vancouver) Ltd.,"Vancouver, BC V5Y 1J5",5241-Graphic designers and illustrators,1
,,"Digital Domain Productions 3.0 (BC), Ltd","VANCOUVER, BC V6J 1V4",5241-Graphic designers and illustrators,3
,,Double Negative Canada Productions Ltd.,"Vancouver, BC V5Y 4A6",2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,22
,,Edvisor. IO Inc,"Vancouver, BC V6B 1B6",2175-Web designers and developers,3
,,"Elastic Path Software, Inc.","Vancouver, BC V6E 0C5","1123-Professional occupations in advertising, marketing and public relations",1
,,,,2173-Software engineers and designers,1
,,Elasticsearch B.C. Ltd,"VANCOUVER, BC V6C 3L2",2173-Software engineers and designers,1
,,Extremely OK Games Ltd.,"Vancouver, BC V6B 2Z4",5241-Graphic designers and illustrators,1
,,FrogPlum Solutions Inc,"LANGLEY, BC V3A 4B6",2174-Computer programmers and interactive media developers,2
,,,,2175-Web designers and developers,2
,,FuseForward Solutions Group Ltd,"VANCOUVER, BC V5Z 4B5",2173-Software engineers and designers,1
,,Groundswell Cloud Solutions Inc,"VANCOUVER, BC V6B 4N8",2173-Software engineers and designers,1
,,Groundtruth Canada Inc.,"VANCOUVER, BC V7X 1L3",0213-Computer and information systems managers,1
,,HM Consulting Services Inc.,"NORTH VANCOUVER, BC V7K 3A1",2171-Information systems analysts and consultants,1
,,Image Engine Design Inc.,"Vancouver, BC V5Y 1H4",2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,5
,,Industrial Light & Magic (Vancouver) Inc.,"VANCOUVER, BC V6B 1A1",5241-Graphic designers and illustrators,13
,,Inovatec Systems Corporation,"BURNABY, BC V5C  6A",2171-Information systems analysts and consultants,1
,,Intel of Canada Ltd.,"Vancouver, BC V5X 0C3",2147-Computer engineers (except software engineers and designers),1
,,Intuitive Robotics Inc,"VANCOUVER, BC V6B 4N6",2173-Software engineers and designers,1
,,IUGO Mobile Entertainment Inc.,"Vancouver, BC V6A 4C4",0213-Computer and information systems managers,1
,,,,2173-Software engineers and designers,1
,,JGC Constructors BC Ltd.,"VANCOUVER, BC V6C 1T2",0113-Purchasing managers,1
,,,,0711-Construction managers,1
,,Klue Labs Inc.,"VANCOUVER, BC V6B 1R8",2173-Software engineers and designers,1
,,Lirik Software Services Canada Ltd.,"VANCOUVER, BC V6C 2Z7",2171-Information systems analysts and consultants,1
,,LocoNoco Canada Inc,"VANCOUVER, BC V6C 2G8",2173-Software engineers and designers,1
,,Microsoft Canada Development Centre Co.,"VANCOUVER, BC V7Y 1G5",2173-Software engineers and designers,3
,,News360 Systems Inc.,"Richmond, BC V6V 2L1",2173-Software engineers and designers,1
,,Od Studios Inc,"WEST VANCOUVER, BC V7S 1S8","5131-Producers, directors, choreographers and related occupations",1
,,Offworld Industries Ltd,"VANCOUVER, BC V6C 3S7",2174-Computer programmers and interactive media developers,2
,,Optis Consulting Network Inc,"VANCOUVER, BC V6B 4M9",2171-Information systems analysts and consultants,1
,,Scanline VFX Inc.,"Vancouver, BC V6C 1W6",2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,13
,,Servsys Technology Services Ltd.,"SURREY, BC V3Z 0Z5",2171-Information systems analysts and consultants,1
,,Sitemax Systems Inc,"Vancouver, BC V6B 2S2",2173-Software engineers and designers,1
,,Sky Pilot Unmanned Aerial Solutions Ltd.,"SQUAMISH, BC V8B 0R8",0212-Architecture and science managers,1
,,SkyBox Labs Inc.,"Burnaby, BC V5C 6A8",2173-Software engineers and designers,1
,,Sony Pictures Imageworks Canada Inc.,"VANCOUVER, BC V7Y 1K2",2173-Software engineers and designers,1
,,,,5241-Graphic designers and illustrators,25
,,Sophos Inc.,"VANCOUVER, BC V7Y 1K4",2172-Database analysts and data administrators,1
,,,,2173-Software engineers and designers,1
,,Streamlabs Canada Inc.,"VANCOUVER, BC V6B 0E3",2173-Software engineers and designers,6
,,T&T Supermarket Inc.,"Richmond, BC V6W 1J8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Technicolor Canada Inc,"Vancouver, BC V6B 2S2",2174-Computer programmers and interactive media developers,4
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,12
,,Traction Sales and Marketing Inc,"BURNABY, BC V5A 0C2",2175-Web designers and developers,2
,,Trademango Solutions Inc,"VANCOUVER, BC V6A 3T2",2173-Software engineers and designers,3
,,Two Hat Security Research Corp,"Kelowna, BC V1Y 6J6",2173-Software engineers and designers,1
,,Unbounce Marketing Solutions Inc,"VANCOUVER, BC V6B 5A1",2174-Computer programmers and interactive media developers,1
,,Vanbex Group Inc,"VANCOUVER, BC V6C 2T6",2173-Software engineers and designers,2
,,VanHack Technologies Inc.,"VANCOUVER, BC V6B 1S3",2175-Web designers and developers,3
,,VIDIGAMI Canada Corp.,"Vancouver, BC V6J 3G7",2175-Web designers and developers,1
,,Webnifico Hosting Ltd,"VANCOUVER, BC V6B 1P2",5241-Graphic designers and illustrators,1
,,Westernacher Consulting Inc.,"Vancouver, BC V7X 1M8",2171-Information systems analysts and consultants,1
,,WishPond Technologies Ltd.,"Vancouver, BC V6G 2Z6",2173-Software engineers and designers,1
,,Zenefits Development Inc.,"VANCOUVER, BC V6B 2X5",2173-Software engineers and designers,1
,,Ziva Dynamics Inc.,"Vancouver, BC V6B 1T3",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,1
,,Zoic Studios BC Inc.,"VANCOUVER, BC V6B 5C6",5241-Graphic designers and illustrators,1
Yukon,   Low Wage,46139 Yukon Inc.,"CARCROSS, YT Y0B 1B0",0631-Restaurant and food service managers,1
,,Arctic Range Adventure Ltd,"Whitehorse, YT Y1A 5M2",6531-Tour and travel guides,1
Northwest Territories,   Low Wage,NSNCOR Holdings Ltd.,"Yellowknife, NT X1A 3T3",6332-Bakers,3
Nunavut,   Low Wage,Big Racks Pita Shack Inc.,"IQALUIT, NU X0A 1H0",6611-Cashiers,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,C & K Services Ltd.,"Iqaluit, NU X0A 0H0",6315-Cleaning supervisors,1
,,Iqaluit Dental Clinic Inc.,"Iqaluit, NU X0A 0H0",1243-Medical administrative assistants,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Advanced Gauging Technologies, L.L.C.","Plain City, 43064",2243-Industrial instrument technicians and mechanics,2
,,"Advanced Turbine Support, LLC","Gainesville, 32608",2261-Non-destructive testers and inspection technicians,1
,,American Governor Company,"Ivyland, 18974",2133-Electrical and electronics engineers,2
,,,,2243-Industrial instrument technicians and mechanics,1
,,Baggermaatschappij Boskalis BV,"Papendrecht, 3356LK","2273-Deck officers, water transport",10
,,,,"2274-Engineer officers, water transport",5
,,"Ballard Marine Construction, Inc.","Washougal, 98671","7384-Other trades and related occupations, n.e.c.",1
,,BG Drilling Solutions OOD,"SOFIA, 1271","7372-Drillers and blasters - surface mining, quarrying and construction",2
,,Big B Manufacturing Inc.,"KLINGERSTOWN, 17941",7237-Welders and related machine operators,5
,,Cablecam LLC,"FORT WORTH, 76137",5222-Film and video camera operators,1
,,,,"5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",3
,,Carlesa NDE Services,"Hanson, 02341",2261-Non-destructive testers and inspection technicians,1
,,Centrifuges Un-Limited,"DYCE, AB210GR",2232-Mechanical engineering technologists and technicians,1
,,CIRCOR Reliability Services Company,"HOUSTON, 77053",7311-Construction millwrights and industrial mechanics,1
,,ClickBid LLC,"Norton Shores, 49441",2242-Electronic service technicians (household and business equipment),2
,,"CLPros, LLC d.b.a Crealyst-US","Bacliff, 77518",9421-Chemical plant machine operators,2
,,Decision and Risk Consulting Ltd,"INVERURIE, ABERDEENSHIRE, AB510LW",4162-Economists and economic policy researchers and analysts,1
,,Dematic Corp.,"Grand Rapids, 49505",2242-Electronic service technicians (household and business equipment),1
,,DotEcon Limited,"LONDON, W1G9XJ",1122-Professional occupations in business management consulting,1
,,"ELMCO Engineering, Inc.","Indianapolis, 46203",2243-Industrial instrument technicians and mechanics,1
,,Extreme Lifting Ltd.,"WORKINGHAM, RG412AN","7301-Contractors and supervisors, mechanic trades",3
,,"FireCheck CO2 Service, LLC","Dundee, 48131",2243-Industrial instrument technicians and mechanics,2
,,First Global Gear Services LLC,"TRUMBULL, 06611",2232-Mechanical engineering technologists and technicians,2
,,Force Technology Norway A/S,"TRONDHEIM, 7038",2231-Civil engineering technologists and technicians,1
,,"Ford Models, Inc.","New York, 10010","5232-Other performers, n.e.c.",3
,,Frontier Intenational Ltd.,"ABERDEEN, AB116DB","8222-Contractors and supervisors, oil and gas drilling and services",4
,,GB  Geotechnics USA Inc.,"New York, 10005",2131-Civil engineers,3
,,Gleason Metrology Systems,"Dayton, 45449",2232-Mechanical engineering technologists and technicians,1
,,Global Field Services International Inc.,"Elgin, 60123",2243-Industrial instrument technicians and mechanics,4
,,,,"7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",2
,,,,7231-Machinists and machining and tooling inspectors,4
,,,,7237-Welders and related machine operators,6
,,,,7311-Construction millwrights and industrial mechanics,2
,,"Global Finishing Solutions, LLC","Osseo, 54758","7301-Contractors and supervisors, mechanic trades",2
,,,,9526-Mechanical assemblers and inspectors,5
,,HAMM Equipment Inc,"Casper, 82601",2232-Mechanical engineering technologists and technicians,4
,,Harran Limited,"ABERDEEN, AB123LF",2232-Mechanical engineering technologists and technicians,1
,,HDC Wasserbau Nord GMBH,"HAMBURG, D21079","2273-Deck officers, water transport",1
,,,,"2274-Engineer officers, water transport",1
,,"Healey Fire Protection, Inc.","Orion, 48359",2242-Electronic service technicians (household and business equipment),4
,,,,7445-Other repairers and servicers,1
,,Heffner Management,"Seattle, 98121","5232-Other performers, n.e.c.",1
,,Herkules USA Corp.,"Ford City, 16226",2232-Mechanical engineering technologists and technicians,1
,,ILJIN Unisco Corporation,"GANGNAM-GU, SEOUL, 06188","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,IMG Model Management,"New York, 10010","5232-Other performers, n.e.c.",2
,,IMS Systems Inc.,"Mars, 16046",2241-Electrical and electronics engineering technologists and technicians,2
,,Inductoheat Inc.,"Madison Heights, 48071",2232-Mechanical engineering technologists and technicians,1
,,Intership AS,"HAREID, MORE OG ROMSDAL, 6069","2273-Deck officers, water transport",2
,,,,7532-Water transport deck and engine room crew,3
,,,,8441-Fishing vessel deckhands,1
,,Interwell US LLC,"Houston, 77066","8232-Oil and gas well drillers, servicers, testers and related workers",1
,,"Invisible Circus, LLC","Sandpoint, 83864",5242-Interior designers and interior decorators,8
,,Iron Heart Canning Co.,"MANCHESTER, 03103","9461-Process control and machine operators, food, beverage and associated products processing",3
,,Jennerjahn Machine Inc.,"Matthews, 46957",2243-Industrial instrument technicians and mechanics,1
,,Jenoptik Automotive North America LLC,"Rochester Hills, 48309",2232-Mechanical engineering technologists and technicians,4
,,,,2242-Electronic service technicians (household and business equipment),1
,,,,2243-Industrial instrument technicians and mechanics,2
,,John Zink Company,"Tulsa, 74116",2241-Electrical and electronics engineering technologists and technicians,1
,,Kate Ryan Inc.,"New York, 10013",5221-Photographers,2
,,Maersk Tankers Singapore Pte Ltd,"SINGAPORE, 099254","2273-Deck officers, water transport",9
