"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2020",,,,, 
Province/Territory,Program Stream,Employer ,Address,Occupation,Approved Positions 
British Columbia,    High Wage,Vaishali Enterprises Inc,"Langley, V3A8T1",1243-Medical administrative assistants,1
British Columbia,    High Wage,Vancity Cabinets Ltd,"Surrey, V3W8J9",7237-Welders and related machine operators,1
British Columbia,    High Wage,Vancity Concrete LTD,"Vancouver, V6Z2X2",7282-Concrete finishers,1
British Columbia,    High Wage,Vancouver International Tennis Academy LTD,"Richmond, V7A4Y1","0513-Recreation, sports and fitness program and service directors",1
British Columbia,    High Wage,Vancouver International Tennis Academy LTD,"Richmond, V7A4Y1",1221-Administrative officers,1
British Columbia,    High Wage,Vancouver Printplus Inc.,"VANCOUVER, V6E2P4",5241-Graphic designers and illustrators,1
British Columbia,    High Wage,Vancouver TESOL training centre Inc,"North Vancouver, V7L2N3",1221-Administrative officers,1
British Columbia,    High Wage,Vango Vapes Ltd,"Surrey, V3R7S2","9213-Supervisors, food, beverage and associated products processing",1
British Columbia,    High Wage,Vanscape Landscaping & Contracting Ltd.,"Coquitlam, V3J2S7","7302-Contractors and supervisors, heavy equipment operator crews",1
British Columbia,    High Wage,VanWest College LTD,"Vancouver, V6E1H8","0124-Advertising, marketing and public relations managers",1
British Columbia,    High Wage,Vard Marine Inc,"Vancouver, V5M0A5",1122-Professional occupations in business management consulting,1
British Columbia,    High Wage,Vard Marine Inc.,"Vancouver, V5M0A5","2148-Other professional engineers, n.e.c.",1
British Columbia,    High Wage,Variant Services Inc.,"Vancouver, V5N2V2",7292-Glaziers,1
British Columbia,    High Wage,VE Stone Ltd,"Surrey, V4N3S2",1221-Administrative officers,1
British Columbia,    High Wage,VelosBio Canada Inc.,"North Vancouver, V7M1A4","0014-Senior managers - health, education, social and community services and membership organizations",1
British Columbia,    High Wage,Versaform Canada Corporation,"Langley, V2Y1N1",7231-Machinists and machining and tooling inspectors,1
British Columbia,    High Wage,Vesta Cucine Inc.,"Richmond, V6X1X6",0113-Purchasing managers,1
British Columbia,    High Wage,Vesta Cucine Inc.,"Richmond, V6X1X6",2252-Industrial designers,1
British Columbia,    High Wage,Via Logistics Inc.,"Abbotsford, V2T3B6",7511-Transport truck drivers,4
British Columbia,    High Wage,Victoria Oriental Restaurant,"Kamloops, V2C2C5",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Vincent Helton and Associates Ltd.,"Delta, V3M6S6","7301-Contractors and supervisors, mechanic trades",1
British Columbia,    High Wage,VISALINK IMMIGRATION AND PLACEMENTS INC,"Surrey, V3W1R1","1211-Supervisors, general office and administrative support workers",1
British Columbia,    High Wage,Vitkin Marketing Inc.,"VANCOUVER, V6G2Z6","0124-Advertising, marketing and public relations managers",1
British Columbia,    High Wage,Vlad Construction Corp,"Coquitlam, V3K4L6","7204-Contractors and supervisors, carpentry trades",1
British Columbia,    High Wage,VOS Ventures Inc.,"Vancouver, V6K4K4","5254-Program leaders and instructors in recreation, sport and fitness",2
British Columbia,    High Wage,VSEV Cafe & Restaurant Ltd.,"Vancouver, V6C2C2",0631-Restaurant and food service managers,1
British Columbia,    High Wage,VVI Construction Ltd,"Revelstoke, V0E2S0","7301-Contractors and supervisors, mechanic trades",1
British Columbia,    High Wage,Walker Dental Laboratories Ltd.,"Kamloops, V2C1X8","3223-Dental technologists, technicians and laboratory assistants",1
British Columbia,    High Wage,Walltopia Canada Inc.,"North Vancouver, V7M2T5",7441-Residential and commercial installers and servicers,3
British Columbia,    High Wage,Waltons Wood Working Ltd,"Langley, V4W0A3",7272-Cabinetmakers,1
British Columbia,    High Wage,Wecan Excavating & Demolition Ltd.,"Surrey, V3V5K5",7521-Heavy equipment operators (except crane),1
British Columbia,    High Wage,West Bay Shipyards Ltd.,"Delta, V4M3M2","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
British Columbia,    High Wage,West Coast Pallet Ltd,"Surrey, V3V8B8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,    High Wage,West Way Drywall Ltd,"Surrey, V3X2K7",7611-Construction trades helpers and labourers,3
British Columbia,    High Wage,Westcor Thermal Inc.,"Surrey, V3W8J9",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Westcorp Developments Ltd.,"Delta, V4C5P8",1241-Administrative assistants,1
British Columbia,    High Wage,Western Glass Inc,"Langley, V3A7J2",7292-Glaziers,2
British Columbia,    High Wage,Western Pacific Transport Ltd.,"Surrey, V3W1A3",1241-Administrative assistants,1
British Columbia,    High Wage,Western Pacific Transport Ltd.,"Surrey, V3W1A3",7511-Transport truck drivers,6
British Columbia,    High Wage,Western Waves Trucking INC,"Abbotsford, V3G2E9",7511-Transport truck drivers,2
British Columbia,    High Wage,Wheelhouse Foods Ltd.,"Langley, V2Y1A2",0631-Restaurant and food service managers,1
British Columbia,    High Wage,White Hill Plumbing & Heating Ltd.,"Surrey, V3S6V2",7251-Plumbers,1
British Columbia,    High Wage,White RockTrucking Ltd.,"Surrey, V3W1R1",7511-Transport truck drivers,1
British Columbia,    High Wage,Wide Loyal Development Ltd,"Richmond, V6V2J2",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,Wide Loyal Development Ltd,"Richmond, V6V2J2",2175-Web designers and developers,1
British Columbia,    High Wage,Wild Bus Films Ltd,"CAMPBELL RIVER, V3W3H4","5131-Producers, directors, choreographers and related occupations",1
British Columbia,    High Wage,Wrapguys.com Enterprises Ltd.,"Langley, V1M2J5","7303-Supervisors, printing and related occupations",1
British Columbia,    High Wage,XYZ Painting Inc,"Burnaby, V5J5J8",1221-Administrative officers,1
British Columbia,    High Wage,XYZ Painting Inc,"Burnaby, V5J5J8",7294-Painters and decorators (except interior decorators),3
British Columbia,    High Wage,Y SQUARE ENTERPRISE LTD.,"Vancouver, V6E1N4",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Yale Sushi,"Chilliwack, V2P2M6",0631-Restaurant and food service managers,1
British Columbia,    High Wage,Yamako Enterprises Ltd,"Sechelt, V0N3A0",0631-Restaurant and food service managers,1
British Columbia,    High Wage,YI LING INTERNATIONAL TRADE LTD.,"RICHMOND, V6X4A5",1221-Administrative officers,1
British Columbia,    High Wage,Young Guns Container Crew Corp,"Surrey, V3T4H4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",3
British Columbia,    High Wage,Yummy Icecream Inc.,"White Rock, V4B1C3",1311-Accounting technicians and bookkeepers,1
British Columbia,    High Wage,Zari Enterprises Ltd.,"Abbotsford, V2T2S1",6315-Cleaning supervisors,1
British Columbia,    High Wage,Zeal Janitor Services Ltd.,"Surrey, V3W4J5",6315-Cleaning supervisors,1
British Columbia,    High Wage,Zee Electrical Ltd,"Surrey, V3W8J9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,    High Wage,Zevar Gold & Diamond Jewellers Ltd.,"SURREY, V3W0E6",0621-Retail and wholesale trade managers,1
British Columbia,    High Wage,zorbas bakery and foods (2005) ltd.,"Burnaby, V5J4S1","1123-Professional occupations in advertising, marketing and public relations",1
British Columbia,   Low Wage,   645890 BC Ltd,"Chilliwack, V2P2P6","6711-Food counter attendants, kitchen helpers and related support occupations",2
British Columbia,   Low Wage, Octopus Academy Inc.,"Richmond, V6V2H1",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,0693642 B.C. LTD,"Coquitlam, V3B5R5",6322-Cooks,1
British Columbia,   Low Wage,0719542 B.C. Ltd. (dba Ali Baba  Pizza -Saanich,"VICTORIA, V8X1J8",6311-Food service supervisors,1
British Columbia,   Low Wage,0722802 BC LTD.,"Burnaby, V3N4N3","0651-Managers in customer and personal services, n.e.c.",1
British Columbia,   Low Wage,0729886 BC LTD.,"Williams Lake, V2G2W3",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0738056 B.C. LTD.,"North Vancouver, V7M1R9",6322-Cooks,3
British Columbia,   Low Wage,0743793 BC Ltd,"Victoria, V8T2C4",6311-Food service supervisors,1
British Columbia,   Low Wage,0748003 BC Ltd.,"Victoria, V8W1B7",6322-Cooks,4
British Columbia,   Low Wage,0769323 BC Ltd,"GOLDEN, V0A1H0",6513-Food and beverage servers,1
British Columbia,   Low Wage,0771089 B.C. LTD.,"KEREMEOS, V0X1N2",0821-Managers in agriculture,1
British Columbia,   Low Wage,0788191 BC Ltd,"Vancouver, V6Z1X9",6322-Cooks,1
British Columbia,   Low Wage,0803559 B C Ltd,"Nanaimo, V9S1H1",6311-Food service supervisors,1
British Columbia,   Low Wage,0808346 BC LTD,"Vancouver, V6J1M3",6322-Cooks,1
British Columbia,   Low Wage,0816130 BC Ltd,"Kelowna, V1V1S1",6322-Cooks,1
British Columbia,   Low Wage,0822759 BC LTD,"Ucluelet, V0R3A0",9463-Fish and seafood plant workers,50
British Columbia,   Low Wage,0832639 BC LTD,"Delta, V4M4C2",6311-Food service supervisors,1
British Columbia,   Low Wage,0839457 BC LTD,"Kelowna, V1X1X9",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0844181 B.C. Ltd,"Surrey, V3V6K9",7611-Construction trades helpers and labourers,2
British Columbia,   Low Wage,0845772 BC Ltd.,"Burnaby, V5J0A3",6311-Food service supervisors,1
British Columbia,   Low Wage,0851969 BC LTD O/A RICKY'S ALL DAY GRILL,"Delta, V4K1W4",6322-Cooks,1
British Columbia,   Low Wage,0852069 BC LTD.,"Valemount, V0E2Z0",6312-Executive housekeepers,1
British Columbia,   Low Wage,0859319 BC LTD,"Kelowna, V1Y6H2",6332-Bakers,2
British Columbia,   Low Wage,0863253 BC LTD,"West Kelowna, V4T2P3",6311-Food service supervisors,4
British Columbia,   Low Wage,0864465 BC Ltd,"Lake Country, V4V1Z8",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,0864465 BC Ltd,"Lake Country, V4V1Z8",6311-Food service supervisors,2
British Columbia,   Low Wage,0864465 BC Ltd,"Lake Country, V4V1Z10",6322-Cooks,4
British Columbia,   Low Wage,0864685 BC LTD,"Burnaby, V5E2V1",6322-Cooks,1
British Columbia,   Low Wage,0871745 B.C. Ltd.,"Vancouver, V6H3R9","6711-Food counter attendants, kitchen helpers and related support occupations",1
British Columbia,   Low Wage,0874963 B.C LTD.,"Vancouver, V6B0H3",6311-Food service supervisors,1
British Columbia,   Low Wage,0877412 BC Ltd.,"Vancouver, V6S0B9",6322-Cooks,2
British Columbia,   Low Wage,0882787 BC Ltd.,"VANCOUVER, V6E1V8",6322-Cooks,1
British Columbia,   Low Wage,0893261 B.C Ltd,"SURREY, V3X1P3",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0894000 BC LTD,"VANCOUVER, V6A1A4",6513-Food and beverage servers,1
British Columbia,   Low Wage,0894546 BC Ltd,"Vancouver, V6E1A3",6322-Cooks,2
British Columbia,   Low Wage,0895452 BC Ltd.,"Surrey, V3W1K7",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0896328 B.C. LTD.,"North Vancouver, V7P2S6",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,0896459 BC ltd,"Port Coquitlam, V3B0G9",6311-Food service supervisors,1
British Columbia,   Low Wage,0902042 BC Ltd,"Langley, V3A4C7",6322-Cooks,3
British Columbia,   Low Wage,0905106 B.C. LTD.,"Victoria, V8W1Z9",6341-Hairstylists and barbers,1
British Columbia,   Low Wage,0907059 BC Ltd.,"Coquitlam, V3J1N7",6322-Cooks,2
British Columbia,   Low Wage,0909810 B.C. Ltd.,"New Westminster, V3M0G3",6322-Cooks,1
British Columbia,   Low Wage,0911084 BC Ltd,"Lake Country, V4V1P7",6311-Food service supervisors,1
British Columbia,   Low Wage,0913843 B.C. LTD.,"Saanich, V8X4Y9",6322-Cooks,2
British Columbia,   Low Wage,0919284 B.C. LTD,"Coquitlam, V3K3S5",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0926132 BC LTD.,"BURNABY, V5A4R4",6311-Food service supervisors,1
British Columbia,   Low Wage,0933258 B.C. Ltd.,"Trail, V1R3M8",6316-Other services supervisors,1
British Columbia,   Low Wage,0934703 B.C. LTD.,"Richmond, V6Y2B6",6322-Cooks,1
British Columbia,   Low Wage,0936284 B.C. LTD.,"VANCOUVER, V6B1C9",6322-Cooks,1
British Columbia,   Low Wage,0941999 B.C. Ltd.,"Delta, V4L2A2",6322-Cooks,2
British Columbia,   Low Wage,0943749 BC LTD,"Nanaimo, V9T4Z4",6322-Cooks,1
British Columbia,   Low Wage,0944075 BC Ltd,"Vancouver, V6Z1E4",6311-Food service supervisors,1
British Columbia,   Low Wage,0948464 BC LTD.,"Langley, V3A4E4",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0949877 BC LTD,"Vancouver, V6Z2S2",6311-Food service supervisors,1
British Columbia,   Low Wage,0950755 BC LTD,"Chilliwack, V2P1W1",6211-Retail sales supervisors,1
British Columbia,   Low Wage,0952503 BC LTD.,"Maple Ridge, V2X2V5",6322-Cooks,1
British Columbia,   Low Wage,0952804 BC LTD,"West Kelowna, V4T3C1",6311-Food service supervisors,6
British Columbia,   Low Wage,0955351 BC Ltd.,"Surrey, V3S6K7",6311-Food service supervisors,1
British Columbia,   Low Wage,0955351 BC Ltd.,"Surrey, V3S6K8",6322-Cooks,1
British Columbia,   Low Wage,0957713 BC Ltd.,"Vancouver, V6M1Z1",6322-Cooks,1
British Columbia,   Low Wage,0959060 BC LTD,"Sechelt, V0N3A0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
British Columbia,   Low Wage,0962762 BC LTD,"Vancouver, V5Y3Z5",6322-Cooks,2
British Columbia,   Low Wage,0963872 BC LTD.,"Penticton, V2A5H3",0631-Restaurant and food service managers,1
British Columbia,   Low Wage,0971545 B.C. ltd,"Langley, V3A8R6",6322-Cooks,1
British Columbia,   Low Wage,0973315 B.C. LTD.,"Langley, V1M2Y4",6322-Cooks,1
British Columbia,   Low Wage,0979559 BC Ltd,"Vancouver, V6T1K6",6311-Food service supervisors,1
British Columbia,   Low Wage,0979559 BC Ltd,"Vancouver, V6T1K6",6322-Cooks,1
British Columbia,   Low Wage,0987650 BC Ltd,"Golden, V0A1H2",6311-Food service supervisors,1
British Columbia,   Low Wage,0987650 BC Ltd,"Golden, V0A1H2",6322-Cooks,1
British Columbia,   Low Wage,0990126 B.C. LTD.,"Surrey, V3S3Y2",6311-Food service supervisors,1
British Columbia,   Low Wage,1 Bestway Auto Body Ltd,"Vancouver, V5X3S5",1241-Administrative assistants,1
British Columbia,   Low Wage,1000099 B.C. Ltd.,"SURREY, V3W9Z1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
British Columbia,   Low Wage,1000673 BC LTD,"New Westminster, V3L2B8",4214-Early childhood educators and assistants,1
British Columbia,   Low Wage,1005466 B.C Ltd,"Vancouver, V6B2L3",6322-Cooks,1
British Columbia,   Low Wage,1006771 BC LTD,"PORT COQUITLAM, V3B0G6","6711-Food counter attendants, kitchen helpers and related support occupations",1
British Columbia,   Low Wage,1010074 BC Ltd,"Abbotsford, V2S7E6",6211-Retail sales supervisors,1
British Columbia,   Low Wage,101107381 Enterprise Ltd.,"Surrey, V3T2W5",6322-Cooks,1
British Columbia,   Low Wage,101107381 Enterprise Ltd.,"Surrey, V3T2W5",6513-Food and beverage servers,1
British Columbia,   Low Wage,1014771 B.C LTD,"Surrey, V3R7C1",6311-Food service supervisors,1
British Columbia,   Low Wage,1015052 BC LTD,"VANCOUVER, V5Y0E4",6311-Food service supervisors,1
British Columbia,   Low Wage,1018533 BC Ltd.,"Surrey, V4P1G6",6322-Cooks,1
British Columbia,   Low Wage,1019118 BC Ltd o/a Tim Hortons,"Whistler, V0N1B4",6311-Food service supervisors,2
British Columbia,   Low Wage,1019719 BC Ltd,"Vancouver, V6B5J3",6322-Cooks,1
British Columbia,   Low Wage,1020215 B.C. LTD.,"North Vancouver, V7M2E8",6311-Food service supervisors,1
British Columbia,   Low Wage,1020840 BC Ltd,"Creston, V0B1G6",6332-Bakers,2
